"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
958;"Noida Gym & Fitness Centre";"+(91)-11-33074797";"B 125, Noida Sector 71, Noida - 201307, Behind HP Petrol Pump And Opposite Sai Mandir(Map)";"5.0";"2";"2007";"javascript:void(0);";"05:30 am - 10:30 am  05:30 pm - 10:00 pm";"05:30 am - 10:30 am  05:30 pm - 10:00 pm";"05:30 am - 10:30 am  05:30 pm - 10:00 pm";"05:30 am - 10:30 am  05:30 pm - 10:00 pm";"05:30 am - 10:30 am  05:30 pm - 10:00 pm";"05:30 am - 10:30 am  05:30 pm - 10:00 pm";"05:30 am - 10:30 am"
959;"City Health Club";"+(91)-9990919076";"Greater Noida, Noida - 201310, Near Gulmohar Building, Sector-32";"5.0";"1";"2001";"javascript:void(0);";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"Closed"
960;"Noida Health Club";"Null";"Main Dadri Road, Noida Sector 49, Noida - 201304, Bhangel Near Red Light";"3.0";"1";"CashMaster CardVisa ";"javascript:void(0);";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm"
961;"Nutri Fit life";"+(91)-9717056020";"shop-429, 2nd floor, Noida Sector 61, Noida - 201307, Shopprix Mall(Map)";"5.0";"1";"2015";"javascript:void(0);";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm"
962;"Fine & fitness";"Null";"Basement, Green India Palace, Noida Sector 62, Noida - 201309, Labour Chock(Map)";"4.0";"1";"GymnasiumsYoga Class";"http://www.finefitness.com";"05:30 am - 09:30 am";"05:30 am - 09:30 am";"05:30 am - 09:30 am";"05:30 am - 09:30 am";"05:30 am - 09:30 am";"05:30 am - 09:30 am";"05:30 am - 09:30 am"
963;"Bajrang health club";"+(91)-9911777830";"Noida Sec 31, Noida - 201310";"Null";"0";"2011";"Null";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am"
964;"Fitness plus gym";"+(91)-9871329636";"central shopping complex, awho, Greater Noida, Noida - 201310, near csd canteen(Map)";"Null";"0";"2015";"Null";"05:00 am - 08:30 pm";"05:00 am - 08:30 pm";"05:00 am - 08:30 pm";"05:00 am - 08:30 pm";"05:00 am - 08:30 pm";"05:00 am - 08:30 pm";"05:00 am - 08:30 pm"
965;"Greater Noida GYM";"+(91)-8800965151";"Tradex Tower-1, alpha -2, Greater Noida, Noida - 201310, near pari chowk";"1.0";"1";"2015";"javascript:void(0);";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:30 am - 05:30 am"
966;"Design arch GYM";"+(91)-9899288852";"Commercial complex , Design arch building, Greater Noida, Noida - 201310(Map)";"Null";"0";"2013";"Null";"06:00 am - 10:00 am  06:30 pm - 09:00 pm";"06:00 am - 10:00 am  06:30 pm - 09:00 pm";"06:00 am - 10:00 am  06:30 pm - 09:00 pm";"Closed";"06:00 am - 10:00 am  06:30 pm - 09:00 pm";"06:00 am - 10:00 am  06:30 pm - 09:00 pm";"06:00 am - 10:00 am  06:30 pm - 09:00 pm"
967;"JSB HEALTH CLUB";"+(91)-9811718180";"Kheda chauganpur, Knowledge park 5, Greater Noida, Noida - 201310, near bsf camp(Map)";"Null";"0";"2012";"Null";"05:00 am - 09:00 am  04:00 pm - 09:00 pm";"05:00 am - 09:00 am  04:00 pm - 09:00 pm";"05:00 am - 09:00 am  04:00 pm - 09:00 pm";"05:00 am - 09:00 am  04:00 pm - 09:00 pm";"05:00 am - 09:00 am  04:00 pm - 09:00 pm";"05:00 am - 09:00 am  04:00 pm - 09:00 pm";"05:00 am - 09:00 am  04:00 pm - 09:00 pm"
968;"The Perfect Gym";"+(91)-9654545505";"Basement , Surajpur, Greater Noida, Noida - 201310, Opp Arya Deep Public School(Map)";"Null";"0";"Gymnasiums";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
969;"THE REAL GYM";"+(91)-9999197132";"Birondi chark senpur, Greater Noida, Noida - 201310, Near silver city -2";"Null";"0";"2012";"Null";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:00 am - 09:00 am  05:00 pm - 09:00 pm";"Closed"
970;"THE PLANET HEALTH CLUB";"+(91)-9718191000";"AR PLAZA,rampur jagir, beta-1st, Greater Noida, Noida - 201310, Near axis bank atm(Map)";"Null";"0";"2015";"Null";"05:30 am - 10:00 am  03:30 pm - 10:00 pm";"05:30 am - 10:00 am  03:30 pm - 10:00 pm";"05:30 am - 10:00 am  03:30 pm - 10:00 pm";"05:30 am - 10:00 am  03:30 pm - 10:00 pm";"05:30 am - 10:00 am  03:30 pm - 10:00 pm";"05:30 am - 10:00 am  03:30 pm - 10:00 pm";"Closed"
971;"ANTHAM HEALTH & SPORTS";"+(91)-8130064457";"1st Floor,AR PLAZA, Rampur Jagir,Beta -1, Greater Noida, Noida - 201310, Near Greater noida Authority(Map)";"Null";"0";"2014";"http://www.anthamsports.com";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
972;"Ant ham health & sports";"+(91)-9958177739";"444 block no 35 first floor, R s plazza, Beta 1-Greater Noida, Noida - 201310, Near by parag dairy(Map)";"Null";"0";"2014";"http://Www.antham.in";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
973;"Ganpati Travels";"Null";"Noida, Noida - 201008";"Null";"0";"GymnasiumsSlimming C";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
974;"Bodye Engineers";"+(91)-8010503200";"A-2, Noida Sector 92, Noida - 201304, Near India TV Office";"1.0";"1";"2015";"http://www.bodyengineers.in";"05:30 am - 10:30 am  04:30 pm - 10:00 pm";"05:30 am - 10:30 am  04:30 pm - 10:00 pm";"05:30 am - 10:30 am  04:30 pm - 10:00 pm";"05:30 am - 10:30 am  04:30 pm - 10:00 pm";"05:30 am - 10:30 am  04:30 pm - 10:00 pm";"05:30 am - 10:30 am  04:30 pm - 10:00 pm";"Closed"
975;"Fitness India gym";"+(91)-9810718847";"gejha road , Noida Sector 110, Noida - 201304(Map)";"1.0";"1";"1999";"Null";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am"
976;"Woman power fitness studio";"+(91)-9999447702";"Noida Sector 122, Noida - 201307, Opp prateek laurel";"Null";"0";"2014";"Null";"06:00 am - 08:00 am";"06:00 am - 08:00 am";"06:00 am - 08:00 am";"06:00 am - 08:00 am";"06:00 am - 08:00 am";"06:00 am - 08:00 am";"06:00 am - 08:00 am"
977;"Dharmender painting";"+(91)-9911564664";"Sadarpur, Noida Sector 45, Noida - 201303(Map)";"Null";"0";"CashCredit CardAmeri";"Null";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm"
978;"Deva health club";"+(91)-9810445009";"Near main road dadri , Gali n. 2, Noida Sector 44, Noida - 201303, Opp. Golf corse(Map)";"Null";"0";"Cash";"Null";"06:00 am - 09:00 am  06:00 pm - 09:00 pm";"06:00 am - 09:00 am  06:00 pm - 09:00 pm";"06:00 am - 09:00 am  06:00 pm - 09:00 pm";"06:00 am - 09:00 am  06:00 pm - 09:00 pm";"06:00 am - 09:00 am  06:00 pm - 09:00 pm";"06:00 am - 09:00 am  06:00 pm - 09:00 pm";"Closed"
979;"Metro Health Care Gym";"+(91)-9717677792";"Basement, Royal City Complex, Noida Sector 35, Noida - 201307, Opposite Krepsko Apartment(Map)";"Null";"0";"2009";"Null";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm"
980;"Moksham body mantra";"+(91)-8826064504";"G b nagar , First floor, Noida Sector 66, Noida - 201307, Mamura village";"Null";"0";"2014";"Null";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm"
981;"Ultimate gym";"+(91)-9560423315";"Shop no, Noida Sector 66, Noida - 201307";"Null";"0";"2014";"Null";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm"
982;"Bristol gym";"+(91)-9654771699";"B 41/4 , Noida Sector 31, Noida - 201303, Royal plaza market(Map)";"4.0";"1";"2014";"Null";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
983;"Complete fitness pvt. Ltd.";"+(91)-9953120612";"E-16B-2, kirtimaan plaza, Noida Sector 30, Noida - 201303, Near to NMC Hospital(Map)";"Null";"0";"CashCredit CardMaste";"http://Www.goldsgym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"09:00 am - 08:00 pm"
984;"Yadav health club";"+(91)-9873009796";"Mamura, Noida Sector 66, Noida - 201307, Near hathi mandir gali";"Null";"0";"Cash";"javascript:void(0);";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm"
985;"Hercules Gym";"+(91)-9899323269";"Basement, Hansraj Complex, Noida Sector 31, Noida - 201303, Near Nithari(Map)";"Null";"0";"2013";"Null";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm"
986;"Fitness hub gym";"+(91)-9911453834";"c 30/6, Noida Sector 62, Noida - 201309(Map)";"Null";"0";"2009";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
987;"Xtreme gym";"+(91)-9818068698";"E-7 deepak vihar , Noida Sector 62, Noida - 201309, Opp. Assotech building(Map)";"Null";"0";"2012";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"Closed"
988;"Amar Muscular GYM";"Null";"R-C-68,Archana Enclave,Khora Colony, Khora Colony, Noida - 201309, Near-Church";"Null";"0";"2013";"javascript:void(0);";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"Closed"
989;"Unique Health Club17";"+(91)-9911717274";"Near Purani Panchavat Lakhnawali More Surajpur, Greater Noida, Noidaa, Surajpur, Noida - 201306";"Null";"0";"2013";"Null";"05:30 am - 09:00 pm  05:00 pm - 09:00 pm";"05:30 am - 09:00 pm  05:00 pm - 09:00 pm";"05:30 am - 09:00 pm  05:00 pm - 09:00 pm";"05:30 am - 09:00 pm  05:00 pm - 09:00 pm";"05:30 am - 09:00 pm  05:00 pm - 09:00 pm";"05:30 am - 09:00 pm  05:00 pm - 09:00 pm";"Closed"
990;"sip abacus & brain gym";"+(91)-9999005112";"Faridabad City, Faridabad - 121002, Sec-37";"5.0";"1";"GymnasiumsAbacus Cla";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
991;"Body Craft Gym & Supplement Wo...";"+(91)-9312702828";"Tigaon, Faridabad - 121101, Main Mkt Sabji Mandi";"4.0";"1";"GymnasiumsFood Suppl";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
992;"Shake N Shape";"+(91)-9899704400";"Scf 6 1st Flr, Faridabad Sector 17, Faridabad - 121002, Nr Ekaant Hotel, Nr Mkt(Map)";"3.3";"8";"GymnasiumsGymnasium ";"Null";"06:30 am - 08:00 pm";"06:30 am - 08:00 pm";"06:30 am - 08:00 pm";"06:30 am - 08:00 pm";"06:30 am - 08:00 pm";"06:30 am - 08:00 pm";"Closed"
993;"Talwalkars Better Value Fitnes...";"+(91)-129-4317075";"Scf- 3, 4, 5 & 6, 1st Floor, Faridabad Sector 14, Faridabad - 121007, Huda Market, Behind The Police Station(Map)";"4.0";"31";"Cash";"http://www.talwalkars.net";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 08:00 pm"
994;"Carlos Gym";"+(91)-9990790464";"Kheri road, bharat colony, Greater Faridabad, Faridabad - 121008, Near Kheri Pul(Map)";"Null";"0";"Cash";"javascript:void(0);";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm"
995;"Fitness connection";"+(91)-9811470277";"SCO 9,2nd floor , Bypass road , Faridabad Sector 18, Faridabad - 121002, Near kheri pull, Huda market(Map)";"Null";"0";"2015";"javascript:void(0);";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
996;"Torque gym & spa";"+(91)-129-4317900";"Scf-77, Faridabad, Faridabad - 121006, Huda market sector-14(Map)";"5.0";"1";"CashCredit CardAmeri";"http://Www.torquegym.com";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"Closed"
997;"Dronacharya Gym";"+(91)-129-4037217";"House No- 145, Faridabad Sector 10, Faridabad - 121006, Near Sector -9 Dividing Rule";"4.0";"10";"2010";"javascript:void(0);";"05:30 am - 10:00 pm  12:00 pm - 04:00 pm";"05:30 am - 10:00 pm  12:00 pm - 04:00 pm";"05:30 am - 10:00 pm  12:00 pm - 04:00 pm";"05:30 am - 10:00 pm  12:00 pm - 04:00 pm";"05:30 am - 10:00 pm  12:00 pm - 04:00 pm";"05:30 am - 10:00 pm  12:00 pm - 04:00 pm";"05:30 am - 10:00 am  12:00 pm - 04:00 pm"
998;"Revolution";"+(91)-129-4118147";"SCF-1 & 2, Huda Market, Faridabad Sector 14, Faridabad - 121007, Basement Of Lakme(Map)";"Null";"0";"CashChequesCredit Ca";"javascript:void(0);";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"08:00 am - 04:00 pm"
999;"MFD Gym & Cafe";"+(91)-9999665432";"Scf-24, New fruit mandi, Faridabad Sector 16, Faridabad - 121002, Near satyam guest house(Map)";"Null";"0";"2013";"Null";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:30 am - 10:00 pm"
1000;"Club joggers park";"+(91)-9811159953";"Shop 12, Huda market, Faridabad Sector 17, Faridabad - 121002(Map)";"Null";"0";"2013";"Null";"08:00 am - 10:30 pm";"08:00 am - 10:30 pm";"08:00 am - 10:30 pm";"08:00 am - 10:30 pm";"08:00 am - 10:30 pm";"08:00 am - 10:30 pm";"08:00 am - 10:30 pm"
1001;"Talwalkers gym & spa";"+(91)-9910566105";"Sco:-3,4,5&6, 1st floor, Sector:-14, Faridabad City, Faridabad - 121002, Dav school(Map)";"5.0";"1";"CashCredit CardAmeri";"javascript:void(0);";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"08:00 am - 08:30 pm"
1002;"Energym Fitness Center";"+(91)-11-39549640";"SCF 49,2nd Floor, HUDA Market, Faridabad Sector 29, Faridabad - 121008, Above Chawla Electro World(Map)";"4.5";"10";"2010";"http://www.energym.in";"05:30 am - 12:30 pm";"05:30 am - 12:30 pm";"05:30 am - 12:30 pm";"05:30 am - 12:30 pm";"05:30 am - 12:30 pm";"05:30 am - 12:30 pm";"05:30 am - 12:30 pm"
1003;"Blue Ray Fitness Centre";"+(91)-9899782342";"DSS 3-4, HUDA Shopping Complex, Faridabad Sector 29, Faridabad - 121008, Near Nainital Bank(Map)";"3.0";"1";"Cash";"javascript:void(0);";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm";"05:00 am - 12:00 pm  05:00 pm - 10:00 pm"
1004;"Muscle Freak";"+(91)-9899948382";"Scf-38 first floor, Main market part 2, Faridabad Sector 19, Faridabad - 121002, Near Sanjha Chulha(Map)";"Null";"0";"2013";"javascript:void(0);";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"Closed"
1005;"Grand fitness mantraa";"+(91)-129-4163247";"5-LGF, Block-4 Eros garden, Charmwood Village, Faridabad - 121009, Near surajkund";"Null";"0";"CashCredit CardAmeri";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1006;"Yo Fitness Studio & Academy";"+(91)-8800102302";"No 16, Sector 28, Faridabad, Faridabad - 121007, Near Sector 28 Huda Market";"5.0";"1";"GymnasiumsHealth Clu";"javascript:void(0);";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm"
1007;"Hard Candy";"+(91)-9871216255";"Plot no 11, Block 9, Spring Field Colony, Faridabad - 121002, Near HUDA Market(Map)";"Null";"0";"Cash";"javascript:void(0);";"05:00 am - 11:00 am  04:00 pm - 09:30 pm";"05:00 am - 11:00 am  04:00 pm - 09:30 pm";"05:00 am - 11:00 am  04:00 pm - 09:30 pm";"05:00 am - 11:00 am  04:00 pm - 09:30 pm";"05:00 am - 11:00 am  04:00 pm - 09:30 pm";"05:00 am - 11:00 am  04:00 pm - 09:30 pm";"Closed"
1008;"Healthy Apple Gym";"+(91)-129-4084040";"Shop No-46,1st Floor, Faridabad Sector 31, Faridabad - 121003, Behind Pristine Mall(Map)";"5.0";"2";"2015";"http://www.healthyapplegym.com";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
1009;"Optimum Gym & Fitness Lounge";"+(91)-9871235590";"DSS 42, Spring Field Colony, Faridabad Sector 31, Faridabad - 121003, HUDA market(Map)";"4.0";"1";"2012";"javascript:void(0);";"05:30 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 10:00 am"
1010;"New Health Line";"+(91)-9711223138";"SCF-131, Huda Market, Faridabad Sector 17, Faridabad - 121002, Near Andhra Bank(Map)";"Null";"0";"2000";"Null";"05:00 am - 10:00 am  04:00 pm - 09:30 pm";"05:00 am - 10:00 am  04:00 pm - 09:30 pm";"05:00 am - 10:00 am  04:00 pm - 09:30 pm";"05:00 am - 10:00 am  04:00 pm - 09:30 pm";"05:00 am - 10:00 am  04:00 pm - 09:30 pm";"05:00 am - 10:00 am  04:00 pm - 09:30 pm";"Closed"
1011;"Athlete Gym";"+(91)-8800472114";"Shop 7, 16&18 Dividing Road, Old Faridabad, Faridabad - 121002, Near Jain Mandir sec-16(Map)";"Null";"0";"2015";"javascript:void(0);";"05:00 am - 10:30 am";"05:00 am - 10:30 am";"05:00 am - 10:30 am";"05:00 am - 10:30 am";"05:00 am - 10:30 am";"05:00 am - 10:30 am";"Closed"
1012;"Sri SAI Nutrition";"+(91)-9716303576";"Shop no-431, Badkal road, bhoor colony, Old Faridabad, Faridabad - 121002, Opp. Sec. 29(Map)";"Null";"0";"2008";"javascript:void(0);";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm"
1013;"Muscle freak gym";"+(91)-9289530896";"Shop no. 38, M.d plaza, Faridabad Sector 16, Faridabad - 121002, Near anaj mandi(Map)";"Null";"0";"2013";"Null";"05:00 am - 10:00 am  05:00 am - 09:00 pm";"05:00 am - 10:00 am  05:00 am - 09:00 pm";"05:00 am - 10:00 am  05:00 am - 09:00 pm";"05:00 am - 10:00 am  05:00 am - 09:00 pm";"05:00 am - 10:00 am  05:00 am - 09:00 pm";"05:00 am - 10:00 am  05:00 am - 09:00 pm";"05:00 am - 10:00 am  05:00 am - 09:00 pm"
1014;"MFD Gym n Cafe";"+(91)-9999870874";"Scf-24,sector 16 , Fruit market, Faridabad Sector 16, Faridabad - 121002, Near sagar cinema(Map)";"Null";"0";"Cash";"javascript:void(0);";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
1015;"ROYAL FITNESS STUDIO";"+(91)-9910400155";"H.No 1874/54H, Block E,60 foot road , 1st 60 ft Road, Badarpur, Delhi - 110044, Near Shivalik Hospital(Map)";"5.0";"1";"2014";"Null";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"Closed"
1016;"Pro Power Gym";"+(91)-129-4319551";"Tower 16 2nd Floor, Faridabad Sector 35, Faridabad - 121003, Ashoka Main Market,Ashoka Enclave";"Null";"0";"2012";"javascript:void(0);";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"08:00 am - 11:00 am"
1017;"Slim Style";"+(91)-9810050296";"No.Sco-12, navjeen public school sec 10 dlf j 144 sec 10 dlf, Faridabad Sector 11, Faridabad - 121006, Near Navjeen Public School";"4.0";"12";"Gymnasiums";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1018;"Curves n cuts";"+(91)-129-2252197";"Shop No.4,Ff,Huda Shopping Complex,Ashoka Enclave-1, Tilpat Road, Faridabad Sector 34, Faridabad - 121003, Near Kanishka Tower(Map)";"4.1";"11";"CashMaster CardVisa ";"javascript:void(0);";"06:00 am - 11:30 am  04:30 pm - 09:00 pm";"06:00 am - 11:30 am  04:30 pm - 09:00 pm";"06:00 am - 11:30 am  04:30 pm - 09:00 pm";"06:00 am - 11:30 am  04:30 pm - 09:00 pm";"06:00 am - 11:30 am  04:30 pm - 09:00 pm";"06:00 am - 11:30 am  04:30 pm - 09:00 pm";"05:30 am - 05:30 am  04:30 pm - 09:00 pm"
